1 0 0 0 0 1 0 0 0 0 0 0 0 459
1 0 0 0 0 0 0 0 0 0 0 0 1 439
1 0 0 0 1 0 0 0 0 0 0 0 0 582
1 0 0 0 0 0 0 0 0 0 0 0 1 545
1 0 0 0 0 0 0 0 0 1 0 0 0 589
1 0 0 1 0 0 0 0 0 0 0 0 0 624
1 1 0 0 0 0 0 0 0 0 0 0 0 528
1 0 0 0 0 0 0 1 0 0 0 0 0 646
1 0 0 0 0 1 0 0 0 0 0 0 0 576
1 0 1 0 0 0 0 0 0 0 0 0 0 406
1 0 0 0 0 0 0 1 0 0 0 0 0 451
1 0 0 1 0 0 0 0 0 0 0 0 0 492
1 0 0 0 0 1 0 0 0 0 0 0 0 616
1 0 0 0 1 0 0 0 0 0 0 0 0 438
1 0 0 1 0 0 0 0 0 0 0 0 0 617
1 0 0 0 0 0 1 0 0 0 0 0 0 437
1 0 0 0 0 0 0 0 1 0 0 0 0 568
1 0 0 0 0 0 0 0 0 1 0 0 0 564
1 0 0 0 0 0 0 0 0 0 0 1 0 534
1 0 0 0 0 0 0 0 1 0 0 0 0 468
1 0 0 0 1 0 0 0 0 0 0 0 0 426
1 0 0 0 0 0 0 0 0 1 0 0 0 617
1 0 0 0 0 1 0 0 0 0 0 0 0 493
1 0 0 0 0 1 0 0 0 0 0 0 0 476
1 0 0 0 0 0 0 0 0 0 1 0 0 454
1 0 0 1 0 0 0 0 0 0 0 0 0 467
1 0 0 0 0 1 0 0 0 0 0 0 0 482
1 0 0 0 0 0 0 0 0 1 0 0 0 442
1 1 0 0 0 0 0 0 0 0 0 0 0 637
1 0 0 0 0 0 0 0 0 1 0 0 0 647
1 0 0 0 1 0 0 0 0 0 0 0 0 644
1 0 0 0 1 0 0 0 0 0 0 0 0 485
1 0 0 0 1 0 0 0 0 0 0 0 0 520
1 0 0 0 0 0 0 1 0 0 0 0 0 589
1 0 0 0 0 0 0 0 0 0 1 0 0 415
1 0 0 0 0 0 0 0 0 0 0 0 1 607
1 0 0 0 0 0 0 0 0 0 1 0 0 417
1 0 0 0 0 0 0 0 0 0 1 0 0 410
1 0 0 0 0 0 0 0 0 0 1 0 0 633
1 1 0 0 0 0 0 0 0 0 0 0 0 639
1 0 0 1 0 0 0 0 0 0 0 0 0 568
1 0 0 0 1 0 0 0 0 0 0 0 0 527
1 0 0 0 0 0 0 0 0 0 0 0 1 417
1 0 0 0 0 0 0 0 0 0 0 0 1 469
1 0 0 1 0 0 0 0 0 0 0 0 0 497
1 0 0 0 0 0 0 0 0 0 0 0 1 455
1 0 0 1 0 0 0 0 0 0 0 0 0 598
1 0 0 0 0 0 1 0 0 0 0 0 0 504
1 0 0 0 0 0 0 1 0 0 0 0 0 640
1 0 0 0 0 0 1 0 0 0 0 0 0 495
1 0 0 0 0 0 0 0 0 0 0 1 0 434
1 0 0 0 0 0 1 0 0 0 0 0 0 551
1 1 0 0 0 0 0 0 0 0 0 0 0 450
1 0 0 0 0 0 1 0 0 0 0 0 0 487
1 0 0 1 0 0 0 0 0 0 0 0 0 571
1 0 0 0 0 1 0 0 0 0 0 0 0 513
1 0 1 0 0 0 0 0 0 0 0 0 0 470
1 0 0 0 0 0 0 0 0 0 0 1 0 634
1 0 0 0 0 1 0 0 0 0 0 0 0 444
1 0 1 0 0 0 0 0 0 0 0 0 0 475
1 0 0 0 0 0 1 0 0 0 0 0 0 568
1 0 0 0 0 0 0 0 0 0 0 0 1 541
1 0 0 0 0 0 1 0 0 0 0 0 0 439
1 0 0 0 0 0 1 0 0 0 0 0 0 611
1 0 1 0 0 0 0 0 0 0 0 0 0 568
1 0 0 1 0 0 0 0 0 0 0 0 0 525
1 0 0 0 0 0 0 0 0 0 0 0 1 640
1 0 0 0 0 0 0 0 1 0 0 0 0 625
1 0 0 0 0 0 0 1 0 0 0 0 0 461
1 0 0 0 0 0 1 0 0 0 0 0 0 650
1 0 0 0 0 0 0 0 1 0 0 0 0 613
1 1 0 0 0 0 0 0 0 0 0 0 0 640
1 0 0 0 0 0 1 0 0 0 0 0 0 522
1 0 0 1 0 0 0 0 0 0 0 0 0 489
1 0 0 0 0 0 0 1 0 0 0 0 0 585
1 0 1 0 0 0 0 0 0 0 0 0 0 644
1 0 0 0 0 1 0 0 0 0 0 0 0 506
1 0 0 0 0 0 0 0 1 0 0 0 0 569
1 0 0 0 0 1 0 0 0 0 0 0 0 610
1 0 0 0 0 0 0 0 0 0 1 0 0 569
1 0 0 0 0 0 0 0 0 0 0 0 1 438
1 1 0 0 0 0 0 0 0 0 0 0 0 453
1 0 0 0 0 0 0 0 0 1 0 0 0 559
1 0 0 0 0 0 0 0 0 1 0 0 0 442
1 0 0 0 0 0 0 0 0 1 0 0 0 570
1 0 0 0 0 0 0 0 0 0 1 0 0 429
1 0 0 0 0 0 0 0 0 1 0 0 0 612
1 0 0 0 0 0 0 0 0 1 0 0 0 445
1 0 0 0 0 0 0 0 0 0 0 0 1 536
1 0 0 0 0 0 0 0 1 0 0 0 0 577
1 0 0 0 0 0 0 0 0 0 0 0 1 479
1 0 0 0 0 1 0 0 0 0 0 0 0 556
1 0 0 0 0 1 0 0 0 0 0 0 0 448
1 0 0 0 0 0 1 0 0 0 0 0 0 555
1 0 0 0 0 0 0 0 0 0 0 0 1 612
1 0 0 0 0 0 1 0 0 0 0 0 0 650
1 0 0 1 0 0 0 0 0 0 0 0 0 619
1 0 0 0 1 0 0 0 0 0 0 0 0 407
1 0 0 0 0 0 0 0 0 0 1 0 0 402
1 0 0 0 0 0 0 0 1 0 0 0 0 546
